country_sector,country,icio_sector,model_sector,mapping_version
JOR_J62_63,JOR,J62_63,services_other,v1_rule_based
JOR_K,JOR,K,services_other,v1_rule_based
JOR_L,JOR,L,services_other,v1_rule_based
JOR_M,JOR,M,services_other,v1_rule_based
JOR_N,JOR,N,services_other,v1_rule_based
JOR_O,JOR,O,services_other,v1_rule_based
JOR_P,JOR,P,services_other,v1_rule_based
JOR_Q,JOR,Q,services_other,v1_rule_based
JOR_R,JOR,R,services_other,v1_rule_based
JOR_S,JOR,S,services_other,v1_rule_based
JOR_T,JOR,T,services_other,v1_rule_based
JPN_A01,JPN,A01,energy_primary,v1_rule_based
JPN_A02,JPN,A02,energy_primary,v1_rule_based
JPN_A03,JPN,A03,energy_primary,v1_rule_based
JPN_B05,JPN,B05,energy_primary,v1_rule_based
JPN_B06,JPN,B06,energy_primary,v1_rule_based
JPN_B07,JPN,B07,energy_primary,v1_rule_based
JPN_B08,JPN,B08,energy_primary,v1_rule_based
JPN_B09,JPN,B09,energy_primary,v1_rule_based
JPN_C10T12,JPN,C10T12,retail_consumer,v1_rule_based
JPN_C13T15,JPN,C13T15,retail_consumer,v1_rule_based
JPN_C16,JPN,C16,manufacturing_other,v1_rule_based
JPN_C17_18,JPN,C17_18,manufacturing_other,v1_rule_based
JPN_C19,JPN,C19,manufacturing_other,v1_rule_based
JPN_C20,JPN,C20,manufacturing_other,v1_rule_based
JPN_C21,JPN,C21,pharma,v1_rule_based
JPN_C22,JPN,C22,manufacturing_other,v1_rule_based
JPN_C23,JPN,C23,manufacturing_other,v1_rule_based
JPN_C24A,JPN,C24A,steel_aluminum,v1_rule_based
JPN_C24B,JPN,C24B,steel_aluminum,v1_rule_based
JPN_C25,JPN,C25,steel_aluminum,v1_rule_based
JPN_C26,JPN,C26,manufacturing_other,v1_rule_based
JPN_C27,JPN,C27,manufacturing_other,v1_rule_based
JPN_C28,JPN,C28,manufacturing_other,v1_rule_based
JPN_C29,JPN,C29,manufacturing_other,v1_rule_based
JPN_C301,JPN,C301,manufacturing_other,v1_rule_based
JPN_C302T309,JPN,C302T309,manufacturing_other,v1_rule_based
JPN_C31T33,JPN,C31T33,retail_consumer,v1_rule_based
JPN_D,JPN,D,energy_primary,v1_rule_based
JPN_E,JPN,E,energy_primary,v1_rule_based
JPN_F,JPN,F,services_other,v1_rule_based
JPN_G,JPN,G,retail_consumer,v1_rule_based
JPN_H49,JPN,H49,services_other,v1_rule_based
JPN_H50,JPN,H50,services_other,v1_rule_based
JPN_H51,JPN,H51,services_other,v1_rule_based
JPN_H52,JPN,H52,services_other,v1_rule_based
JPN_H53,JPN,H53,services_other,v1_rule_based
JPN_I,JPN,I,retail_consumer,v1_rule_based
JPN_J58T60,JPN,J58T60,services_other,v1_rule_based
JPN_J61,JPN,J61,services_other,v1_rule_based
JPN_J62_63,JPN,J62_63,services_other,v1_rule_based
JPN_K,JPN,K,services_other,v1_rule_based
JPN_L,JPN,L,services_other,v1_rule_based
JPN_M,JPN,M,services_other,v1_rule_based
JPN_N,JPN,N,services_other,v1_rule_based
JPN_O,JPN,O,services_other,v1_rule_based
JPN_P,JPN,P,services_other,v1_rule_based
JPN_Q,JPN,Q,services_other,v1_rule_based
JPN_R,JPN,R,services_other,v1_rule_based
JPN_S,JPN,S,services_other,v1_rule_based
JPN_T,JPN,T,services_other,v1_rule_based
KAZ_A01,KAZ,A01,energy_primary,v1_rule_based
KAZ_A02,KAZ,A02,energy_primary,v1_rule_based
KAZ_A03,KAZ,A03,energy_primary,v1_rule_based
KAZ_B05,KAZ,B05,energy_primary,v1_rule_based
KAZ_B06,KAZ,B06,energy_primary,v1_rule_based
KAZ_B07,KAZ,B07,energy_primary,v1_rule_based
KAZ_B08,KAZ,B08,energy_primary,v1_rule_based
KAZ_B09,KAZ,B09,energy_primary,v1_rule_based
KAZ_C10T12,KAZ,C10T12,retail_consumer,v1_rule_based
KAZ_C13T15,KAZ,C13T15,retail_consumer,v1_rule_based
KAZ_C16,KAZ,C16,manufacturing_other,v1_rule_based
KAZ_C17_18,KAZ,C17_18,manufacturing_other,v1_rule_based
KAZ_C19,KAZ,C19,manufacturing_other,v1_rule_based
KAZ_C20,KAZ,C20,manufacturing_other,v1_rule_based
KAZ_C21,KAZ,C21,pharma,v1_rule_based
KAZ_C22,KAZ,C22,manufacturing_other,v1_rule_based
KAZ_C23,KAZ,C23,manufacturing_other,v1_rule_based
KAZ_C24A,KAZ,C24A,steel_aluminum,v1_rule_based
KAZ_C24B,KAZ,C24B,steel_aluminum,v1_rule_based
KAZ_C25,KAZ,C25,steel_aluminum,v1_rule_based
KAZ_C26,KAZ,C26,manufacturing_other,v1_rule_based
KAZ_C27,KAZ,C27,manufacturing_other,v1_rule_based
KAZ_C28,KAZ,C28,manufacturing_other,v1_rule_based
KAZ_C29,KAZ,C29,manufacturing_other,v1_rule_based
KAZ_C301,KAZ,C301,manufacturing_other,v1_rule_based
KAZ_C302T309,KAZ,C302T309,manufacturing_other,v1_rule_based
KAZ_C31T33,KAZ,C31T33,retail_consumer,v1_rule_based
KAZ_D,KAZ,D,energy_primary,v1_rule_based
KAZ_E,KAZ,E,energy_primary,v1_rule_based
KAZ_F,KAZ,F,services_other,v1_rule_based
KAZ_G,KAZ,G,retail_consumer,v1_rule_based
KAZ_H49,KAZ,H49,services_other,v1_rule_based
KAZ_H50,KAZ,H50,services_other,v1_rule_based
KAZ_H51,KAZ,H51,services_other,v1_rule_based
KAZ_H52,KAZ,H52,services_other,v1_rule_based
KAZ_H53,KAZ,H53,services_other,v1_rule_based
KAZ_I,KAZ,I,retail_consumer,v1_rule_based
KAZ_J58T60,KAZ,J58T60,services_other,v1_rule_based
KAZ_J61,KAZ,J61,services_other,v1_rule_based
KAZ_J62_63,KAZ,J62_63,services_other,v1_rule_based
KAZ_K,KAZ,K,services_other,v1_rule_based
KAZ_L,KAZ,L,services_other,v1_rule_based
KAZ_M,KAZ,M,services_other,v1_rule_based
KAZ_N,KAZ,N,services_other,v1_rule_based
KAZ_O,KAZ,O,services_other,v1_rule_based
KAZ_P,KAZ,P,services_other,v1_rule_based
KAZ_Q,KAZ,Q,services_other,v1_rule_based
KAZ_R,KAZ,R,services_other,v1_rule_based
KAZ_S,KAZ,S,services_other,v1_rule_based
KAZ_T,KAZ,T,services_other,v1_rule_based
KHM_A01,KHM,A01,energy_primary,v1_rule_based
KHM_A02,KHM,A02,energy_primary,v1_rule_based
KHM_A03,KHM,A03,energy_primary,v1_rule_based
KHM_B05,KHM,B05,energy_primary,v1_rule_based
KHM_B06,KHM,B06,energy_primary,v1_rule_based
KHM_B07,KHM,B07,energy_primary,v1_rule_based
KHM_B08,KHM,B08,energy_primary,v1_rule_based
KHM_B09,KHM,B09,energy_primary,v1_rule_based
KHM_C10T12,KHM,C10T12,retail_consumer,v1_rule_based
KHM_C13T15,KHM,C13T15,retail_consumer,v1_rule_based
KHM_C16,KHM,C16,manufacturing_other,v1_rule_based
KHM_C17_18,KHM,C17_18,manufacturing_other,v1_rule_based
KHM_C19,KHM,C19,manufacturing_other,v1_rule_based
KHM_C20,KHM,C20,manufacturing_other,v1_rule_based
KHM_C21,KHM,C21,pharma,v1_rule_based
KHM_C22,KHM,C22,manufacturing_other,v1_rule_based
KHM_C23,KHM,C23,manufacturing_other,v1_rule_based
KHM_C24A,KHM,C24A,steel_aluminum,v1_rule_based
KHM_C24B,KHM,C24B,steel_aluminum,v1_rule_based
KHM_C25,KHM,C25,steel_aluminum,v1_rule_based
KHM_C26,KHM,C26,manufacturing_other,v1_rule_based
KHM_C27,KHM,C27,manufacturing_other,v1_rule_based
KHM_C28,KHM,C28,manufacturing_other,v1_rule_based
KHM_C29,KHM,C29,manufacturing_other,v1_rule_based
KHM_C301,KHM,C301,manufacturing_other,v1_rule_based
KHM_C302T309,KHM,C302T309,manufacturing_other,v1_rule_based
KHM_C31T33,KHM,C31T33,retail_consumer,v1_rule_based
KHM_D,KHM,D,energy_primary,v1_rule_based
KHM_E,KHM,E,energy_primary,v1_rule_based
KHM_F,KHM,F,services_other,v1_rule_based
KHM_G,KHM,G,retail_consumer,v1_rule_based
KHM_H49,KHM,H49,services_other,v1_rule_based
KHM_H50,KHM,H50,services_other,v1_rule_based
KHM_H51,KHM,H51,services_other,v1_rule_based
KHM_H52,KHM,H52,services_other,v1_rule_based
KHM_H53,KHM,H53,services_other,v1_rule_based
KHM_I,KHM,I,retail_consumer,v1_rule_based
KHM_J58T60,KHM,J58T60,services_other,v1_rule_based
KHM_J61,KHM,J61,services_other,v1_rule_based
KHM_J62_63,KHM,J62_63,services_other,v1_rule_based
KHM_K,KHM,K,services_other,v1_rule_based
KHM_L,KHM,L,services_other,v1_rule_based
KHM_M,KHM,M,services_other,v1_rule_based
KHM_N,KHM,N,services_other,v1_rule_based
KHM_O,KHM,O,services_other,v1_rule_based
KHM_P,KHM,P,services_other,v1_rule_based
KHM_Q,KHM,Q,services_other,v1_rule_based
KHM_R,KHM,R,services_other,v1_rule_based
KHM_S,KHM,S,services_other,v1_rule_based
KHM_T,KHM,T,services_other,v1_rule_based
KOR_A01,KOR,A01,energy_primary,v1_rule_based
KOR_A02,KOR,A02,energy_primary,v1_rule_based
KOR_A03,KOR,A03,energy_primary,v1_rule_based
KOR_B05,KOR,B05,energy_primary,v1_rule_based
KOR_B06,KOR,B06,energy_primary,v1_rule_based
KOR_B07,KOR,B07,energy_primary,v1_rule_based
KOR_B08,KOR,B08,energy_primary,v1_rule_based
KOR_B09,KOR,B09,energy_primary,v1_rule_based
KOR_C10T12,KOR,C10T12,retail_consumer,v1_rule_based
KOR_C13T15,KOR,C13T15,retail_consumer,v1_rule_based
KOR_C16,KOR,C16,manufacturing_other,v1_rule_based
KOR_C17_18,KOR,C17_18,manufacturing_other,v1_rule_based
KOR_C19,KOR,C19,manufacturing_other,v1_rule_based
KOR_C20,KOR,C20,manufacturing_other,v1_rule_based
KOR_C21,KOR,C21,pharma,v1_rule_based
KOR_C22,KOR,C22,manufacturing_other,v1_rule_based
KOR_C23,KOR,C23,manufacturing_other,v1_rule_based
KOR_C24A,KOR,C24A,steel_aluminum,v1_rule_based
KOR_C24B,KOR,C24B,steel_aluminum,v1_rule_based
KOR_C25,KOR,C25,steel_aluminum,v1_rule_based
KOR_C26,KOR,C26,manufacturing_other,v1_rule_based
KOR_C27,KOR,C27,manufacturing_other,v1_rule_based
KOR_C28,KOR,C28,manufacturing_other,v1_rule_based
KOR_C29,KOR,C29,manufacturing_other,v1_rule_based
KOR_C301,KOR,C301,manufacturing_other,v1_rule_based
KOR_C302T309,KOR,C302T309,manufacturing_other,v1_rule_based
KOR_C31T33,KOR,C31T33,retail_consumer,v1_rule_based
KOR_D,KOR,D,energy_primary,v1_rule_based
KOR_E,KOR,E,energy_primary,v1_rule_based
KOR_F,KOR,F,services_other,v1_rule_based
KOR_G,KOR,G,retail_consumer,v1_rule_based
KOR_H49,KOR,H49,services_other,v1_rule_based
KOR_H50,KOR,H50,services_other,v1_rule_based
KOR_H51,KOR,H51,services_other,v1_rule_based
KOR_H52,KOR,H52,services_other,v1_rule_based
KOR_H53,KOR,H53,services_other,v1_rule_based
KOR_I,KOR,I,retail_consumer,v1_rule_based
KOR_J58T60,KOR,J58T60,services_other,v1_rule_based
KOR_J61,KOR,J61,services_other,v1_rule_based
KOR_J62_63,KOR,J62_63,services_other,v1_rule_based
KOR_K,KOR,K,services_other,v1_rule_based
KOR_L,KOR,L,services_other,v1_rule_based
KOR_M,KOR,M,services_other,v1_rule_based
KOR_N,KOR,N,services_other,v1_rule_based
KOR_O,KOR,O,services_other,v1_rule_based
KOR_P,KOR,P,services_other,v1_rule_based
KOR_Q,KOR,Q,services_other,v1_rule_based
KOR_R,KOR,R,services_other,v1_rule_based
KOR_S,KOR,S,services_other,v1_rule_based
KOR_T,KOR,T,services_other,v1_rule_based
LAO_A01,LAO,A01,energy_primary,v1_rule_based
LAO_A02,LAO,A02,energy_primary,v1_rule_based
LAO_A03,LAO,A03,energy_primary,v1_rule_based
LAO_B05,LAO,B05,energy_primary,v1_rule_based
LAO_B06,LAO,B06,energy_primary,v1_rule_based
LAO_B07,LAO,B07,energy_primary,v1_rule_based
LAO_B08,LAO,B08,energy_primary,v1_rule_based
LAO_B09,LAO,B09,energy_primary,v1_rule_based
LAO_C10T12,LAO,C10T12,retail_consumer,v1_rule_based
LAO_C13T15,LAO,C13T15,retail_consumer,v1_rule_based
LAO_C16,LAO,C16,manufacturing_other,v1_rule_based
LAO_C17_18,LAO,C17_18,manufacturing_other,v1_rule_based
LAO_C19,LAO,C19,manufacturing_other,v1_rule_based
LAO_C20,LAO,C20,manufacturing_other,v1_rule_based
LAO_C21,LAO,C21,pharma,v1_rule_based
LAO_C22,LAO,C22,manufacturing_other,v1_rule_based
LAO_C23,LAO,C23,manufacturing_other,v1_rule_based
LAO_C24A,LAO,C24A,steel_aluminum,v1_rule_based
LAO_C24B,LAO,C24B,steel_aluminum,v1_rule_based
LAO_C25,LAO,C25,steel_aluminum,v1_rule_based
LAO_C26,LAO,C26,manufacturing_other,v1_rule_based
LAO_C27,LAO,C27,manufacturing_other,v1_rule_based
LAO_C28,LAO,C28,manufacturing_other,v1_rule_based
LAO_C29,LAO,C29,manufacturing_other,v1_rule_based
LAO_C301,LAO,C301,manufacturing_other,v1_rule_based
LAO_C302T309,LAO,C302T309,manufacturing_other,v1_rule_based
LAO_C31T33,LAO,C31T33,retail_consumer,v1_rule_based
LAO_D,LAO,D,energy_primary,v1_rule_based
LAO_E,LAO,E,energy_primary,v1_rule_based
LAO_F,LAO,F,services_other,v1_rule_based
LAO_G,LAO,G,retail_consumer,v1_rule_based
LAO_H49,LAO,H49,services_other,v1_rule_based
LAO_H50,LAO,H50,services_other,v1_rule_based
LAO_H51,LAO,H51,services_other,v1_rule_based
LAO_H52,LAO,H52,services_other,v1_rule_based
LAO_H53,LAO,H53,services_other,v1_rule_based
LAO_I,LAO,I,retail_consumer,v1_rule_based
LAO_J58T60,LAO,J58T60,services_other,v1_rule_based
LAO_J61,LAO,J61,services_other,v1_rule_based
LAO_J62_63,LAO,J62_63,services_other,v1_rule_based
LAO_K,LAO,K,services_other,v1_rule_based
LAO_L,LAO,L,services_other,v1_rule_based
LAO_M,LAO,M,services_other,v1_rule_based
LAO_N,LAO,N,services_other,v1_rule_based
LAO_O,LAO,O,services_other,v1_rule_based
LAO_P,LAO,P,services_other,v1_rule_based
LAO_Q,LAO,Q,services_other,v1_rule_based
LAO_R,LAO,R,services_other,v1_rule_based
LAO_S,LAO,S,services_other,v1_rule_based
LAO_T,LAO,T,services_other,v1_rule_based
LTU_A01,LTU,A01,energy_primary,v1_rule_based
LTU_A02,LTU,A02,energy_primary,v1_rule_based
LTU_A03,LTU,A03,energy_primary,v1_rule_based
LTU_B05,LTU,B05,energy_primary,v1_rule_based
LTU_B06,LTU,B06,energy_primary,v1_rule_based
LTU_B07,LTU,B07,energy_primary,v1_rule_based
LTU_B08,LTU,B08,energy_primary,v1_rule_based
LTU_B09,LTU,B09,energy_primary,v1_rule_based
LTU_C10T12,LTU,C10T12,retail_consumer,v1_rule_based
LTU_C13T15,LTU,C13T15,retail_consumer,v1_rule_based
LTU_C16,LTU,C16,manufacturing_other,v1_rule_based
LTU_C17_18,LTU,C17_18,manufacturing_other,v1_rule_based
LTU_C19,LTU,C19,manufacturing_other,v1_rule_based
LTU_C20,LTU,C20,manufacturing_other,v1_rule_based
LTU_C21,LTU,C21,pharma,v1_rule_based
LTU_C22,LTU,C22,manufacturing_other,v1_rule_based
LTU_C23,LTU,C23,manufacturing_other,v1_rule_based
LTU_C24A,LTU,C24A,steel_aluminum,v1_rule_based
LTU_C24B,LTU,C24B,steel_aluminum,v1_rule_based
LTU_C25,LTU,C25,steel_aluminum,v1_rule_based
LTU_C26,LTU,C26,manufacturing_other,v1_rule_based
LTU_C27,LTU,C27,manufacturing_other,v1_rule_based
LTU_C28,LTU,C28,manufacturing_other,v1_rule_based
LTU_C29,LTU,C29,manufacturing_other,v1_rule_based
LTU_C301,LTU,C301,manufacturing_other,v1_rule_based
LTU_C302T309,LTU,C302T309,manufacturing_other,v1_rule_based
LTU_C31T33,LTU,C31T33,retail_consumer,v1_rule_based
LTU_D,LTU,D,energy_primary,v1_rule_based
LTU_E,LTU,E,energy_primary,v1_rule_based
LTU_F,LTU,F,services_other,v1_rule_based
LTU_G,LTU,G,retail_consumer,v1_rule_based
LTU_H49,LTU,H49,services_other,v1_rule_based
LTU_H50,LTU,H50,services_other,v1_rule_based
LTU_H51,LTU,H51,services_other,v1_rule_based
LTU_H52,LTU,H52,services_other,v1_rule_based
LTU_H53,LTU,H53,services_other,v1_rule_based
LTU_I,LTU,I,retail_consumer,v1_rule_based
LTU_J58T60,LTU,J58T60,services_other,v1_rule_based
LTU_J61,LTU,J61,services_other,v1_rule_based
LTU_J62_63,LTU,J62_63,services_other,v1_rule_based
LTU_K,LTU,K,services_other,v1_rule_based
LTU_L,LTU,L,services_other,v1_rule_based
LTU_M,LTU,M,services_other,v1_rule_based
LTU_N,LTU,N,services_other,v1_rule_based
LTU_O,LTU,O,services_other,v1_rule_based
LTU_P,LTU,P,services_other,v1_rule_based
LTU_Q,LTU,Q,services_other,v1_rule_based
LTU_R,LTU,R,services_other,v1_rule_based
LTU_S,LTU,S,services_other,v1_rule_based
LTU_T,LTU,T,services_other,v1_rule_based
LUX_A01,LUX,A01,energy_primary,v1_rule_based
LUX_A02,LUX,A02,energy_primary,v1_rule_based
LUX_A03,LUX,A03,energy_primary,v1_rule_based
LUX_B05,LUX,B05,energy_primary,v1_rule_based
LUX_B06,LUX,B06,energy_primary,v1_rule_based
LUX_B07,LUX,B07,energy_primary,v1_rule_based
LUX_B08,LUX,B08,energy_primary,v1_rule_based
LUX_B09,LUX,B09,energy_primary,v1_rule_based
LUX_C10T12,LUX,C10T12,retail_consumer,v1_rule_based
LUX_C13T15,LUX,C13T15,retail_consumer,v1_rule_based
LUX_C16,LUX,C16,manufacturing_other,v1_rule_based
LUX_C17_18,LUX,C17_18,manufacturing_other,v1_rule_based
LUX_C19,LUX,C19,manufacturing_other,v1_rule_based
LUX_C20,LUX,C20,manufacturing_other,v1_rule_based
LUX_C21,LUX,C21,pharma,v1_rule_based
LUX_C22,LUX,C22,manufacturing_other,v1_rule_based
LUX_C23,LUX,C23,manufacturing_other,v1_rule_based
LUX_C24A,LUX,C24A,steel_aluminum,v1_rule_based
LUX_C24B,LUX,C24B,steel_aluminum,v1_rule_based
LUX_C25,LUX,C25,steel_aluminum,v1_rule_based
LUX_C26,LUX,C26,manufacturing_other,v1_rule_based
LUX_C27,LUX,C27,manufacturing_other,v1_rule_based
LUX_C28,LUX,C28,manufacturing_other,v1_rule_based
LUX_C29,LUX,C29,manufacturing_other,v1_rule_based
LUX_C301,LUX,C301,manufacturing_other,v1_rule_based
LUX_C302T309,LUX,C302T309,manufacturing_other,v1_rule_based
LUX_C31T33,LUX,C31T33,retail_consumer,v1_rule_based
LUX_D,LUX,D,energy_primary,v1_rule_based
LUX_E,LUX,E,energy_primary,v1_rule_based
LUX_F,LUX,F,services_other,v1_rule_based
LUX_G,LUX,G,retail_consumer,v1_rule_based
LUX_H49,LUX,H49,services_other,v1_rule_based
LUX_H50,LUX,H50,services_other,v1_rule_based
LUX_H51,LUX,H51,services_other,v1_rule_based
LUX_H52,LUX,H52,services_other,v1_rule_based
LUX_H53,LUX,H53,services_other,v1_rule_based
LUX_I,LUX,I,retail_consumer,v1_rule_based
LUX_J58T60,LUX,J58T60,services_other,v1_rule_based
LUX_J61,LUX,J61,services_other,v1_rule_based
LUX_J62_63,LUX,J62_63,services_other,v1_rule_based
LUX_K,LUX,K,services_other,v1_rule_based
LUX_L,LUX,L,services_other,v1_rule_based
LUX_M,LUX,M,services_other,v1_rule_based
LUX_N,LUX,N,services_other,v1_rule_based
LUX_O,LUX,O,services_other,v1_rule_based
LUX_P,LUX,P,services_other,v1_rule_based
LUX_Q,LUX,Q,services_other,v1_rule_based
LUX_R,LUX,R,services_other,v1_rule_based
LUX_S,LUX,S,services_other,v1_rule_based
LUX_T,LUX,T,services_other,v1_rule_based
LVA_A01,LVA,A01,energy_primary,v1_rule_based
LVA_A02,LVA,A02,energy_primary,v1_rule_based
LVA_A03,LVA,A03,energy_primary,v1_rule_based
LVA_B05,LVA,B05,energy_primary,v1_rule_based
LVA_B06,LVA,B06,energy_primary,v1_rule_based
LVA_B07,LVA,B07,energy_primary,v1_rule_based
LVA_B08,LVA,B08,energy_primary,v1_rule_based
LVA_B09,LVA,B09,energy_primary,v1_rule_based
LVA_C10T12,LVA,C10T12,retail_consumer,v1_rule_based
LVA_C13T15,LVA,C13T15,retail_consumer,v1_rule_based
LVA_C16,LVA,C16,manufacturing_other,v1_rule_based
LVA_C17_18,LVA,C17_18,manufacturing_other,v1_rule_based
LVA_C19,LVA,C19,manufacturing_other,v1_rule_based
LVA_C20,LVA,C20,manufacturing_other,v1_rule_based
LVA_C21,LVA,C21,pharma,v1_rule_based
LVA_C22,LVA,C22,manufacturing_other,v1_rule_based
LVA_C23,LVA,C23,manufacturing_other,v1_rule_based
LVA_C24A,LVA,C24A,steel_aluminum,v1_rule_based
LVA_C24B,LVA,C24B,steel_aluminum,v1_rule_based
LVA_C25,LVA,C25,steel_aluminum,v1_rule_based
LVA_C26,LVA,C26,manufacturing_other,v1_rule_based
LVA_C27,LVA,C27,manufacturing_other,v1_rule_based
LVA_C28,LVA,C28,manufacturing_other,v1_rule_based
LVA_C29,LVA,C29,manufacturing_other,v1_rule_based
LVA_C301,LVA,C301,manufacturing_other,v1_rule_based
LVA_C302T309,LVA,C302T309,manufacturing_other,v1_rule_based
LVA_C31T33,LVA,C31T33,retail_consumer,v1_rule_based
LVA_D,LVA,D,energy_primary,v1_rule_based
LVA_E,LVA,E,energy_primary,v1_rule_based
LVA_F,LVA,F,services_other,v1_rule_based
LVA_G,LVA,G,retail_consumer,v1_rule_based
LVA_H49,LVA,H49,services_other,v1_rule_based
LVA_H50,LVA,H50,services_other,v1_rule_based
LVA_H51,LVA,H51,services_other,v1_rule_based
LVA_H52,LVA,H52,services_other,v1_rule_based
LVA_H53,LVA,H53,services_other,v1_rule_based
LVA_I,LVA,I,retail_consumer,v1_rule_based
LVA_J58T60,LVA,J58T60,services_other,v1_rule_based
LVA_J61,LVA,J61,services_other,v1_rule_based
LVA_J62_63,LVA,J62_63,services_other,v1_rule_based
LVA_K,LVA,K,services_other,v1_rule_based
LVA_L,LVA,L,services_other,v1_rule_based
LVA_M,LVA,M,services_other,v1_rule_based
LVA_N,LVA,N,services_other,v1_rule_based
LVA_O,LVA,O,services_other,v1_rule_based
LVA_P,LVA,P,services_other,v1_rule_based
LVA_Q,LVA,Q,services_other,v1_rule_based
LVA_R,LVA,R,services_other,v1_rule_based
LVA_S,LVA,S,services_other,v1_rule_based
LVA_T,LVA,T,services_other,v1_rule_based
MAR_A01,MAR,A01,energy_primary,v1_rule_based
MAR_A02,MAR,A02,energy_primary,v1_rule_based
MAR_A03,MAR,A03,energy_primary,v1_rule_based
MAR_B05,MAR,B05,energy_primary,v1_rule_based
MAR_B06,MAR,B06,energy_primary,v1_rule_based
MAR_B07,MAR,B07,energy_primary,v1_rule_based
MAR_B08,MAR,B08,energy_primary,v1_rule_based
MAR_B09,MAR,B09,energy_primary,v1_rule_based
MAR_C10T12,MAR,C10T12,retail_consumer,v1_rule_based
MAR_C13T15,MAR,C13T15,retail_consumer,v1_rule_based
MAR_C16,MAR,C16,manufacturing_other,v1_rule_based
MAR_C17_18,MAR,C17_18,manufacturing_other,v1_rule_based
MAR_C19,MAR,C19,manufacturing_other,v1_rule_based
MAR_C20,MAR,C20,manufacturing_other,v1_rule_based
MAR_C21,MAR,C21,pharma,v1_rule_based
MAR_C22,MAR,C22,manufacturing_other,v1_rule_based
MAR_C23,MAR,C23,manufacturing_other,v1_rule_based
MAR_C24A,MAR,C24A,steel_aluminum,v1_rule_based
MAR_C24B,MAR,C24B,steel_aluminum,v1_rule_based
MAR_C25,MAR,C25,steel_aluminum,v1_rule_based
MAR_C26,MAR,C26,manufacturing_other,v1_rule_based
MAR_C27,MAR,C27,manufacturing_other,v1_rule_based
MAR_C28,MAR,C28,manufacturing_other,v1_rule_based
MAR_C29,MAR,C29,manufacturing_other,v1_rule_based
MAR_C301,MAR,C301,manufacturing_other,v1_rule_based
MAR_C302T309,MAR,C302T309,manufacturing_other,v1_rule_based
MAR_C31T33,MAR,C31T33,retail_consumer,v1_rule_based
MAR_D,MAR,D,energy_primary,v1_rule_based
MAR_E,MAR,E,energy_primary,v1_rule_based
MAR_F,MAR,F,services_other,v1_rule_based
MAR_G,MAR,G,retail_consumer,v1_rule_based
MAR_H49,MAR,H49,services_other,v1_rule_based
MAR_H50,MAR,H50,services_other,v1_rule_based
MAR_H51,MAR,H51,services_other,v1_rule_based
MAR_H52,MAR,H52,services_other,v1_rule_based
MAR_H53,MAR,H53,services_other,v1_rule_based
MAR_I,MAR,I,retail_consumer,v1_rule_based
MAR_J58T60,MAR,J58T60,services_other,v1_rule_based
MAR_J61,MAR,J61,services_other,v1_rule_based
MAR_J62_63,MAR,J62_63,services_other,v1_rule_based
MAR_K,MAR,K,services_other,v1_rule_based
MAR_L,MAR,L,services_other,v1_rule_based
MAR_M,MAR,M,services_other,v1_rule_based
MAR_N,MAR,N,services_other,v1_rule_based
MAR_O,MAR,O,services_other,v1_rule_based
MAR_P,MAR,P,services_other,v1_rule_based
MAR_Q,MAR,Q,services_other,v1_rule_based
MAR_R,MAR,R,services_other,v1_rule_based
MAR_S,MAR,S,services_other,v1_rule_based
MAR_T,MAR,T,services_other,v1_rule_based
MEX_A01,MEX,A01,energy_primary,v1_rule_based
MEX_A02,MEX,A02,energy_primary,v1_rule_based
MEX_A03,MEX,A03,energy_primary,v1_rule_based
MEX_B05,MEX,B05,energy_primary,v1_rule_based
MEX_B06,MEX,B06,energy_primary,v1_rule_based
MEX_B07,MEX,B07,energy_primary,v1_rule_based
MEX_B08,MEX,B08,energy_primary,v1_rule_based
MEX_B09,MEX,B09,energy_primary,v1_rule_based
MEX_C10T12,MEX,C10T12,retail_consumer,v1_rule_based
MEX_C13T15,MEX,C13T15,retail_consumer,v1_rule_based
MEX_C16,MEX,C16,manufacturing_other,v1_rule_based
MEX_C17_18,MEX,C17_18,manufacturing_other,v1_rule_based
MEX_C19,MEX,C19,manufacturing_other,v1_rule_based
MEX_C20,MEX,C20,manufacturing_other,v1_rule_based
MEX_C21,MEX,C21,pharma,v1_rule_based
MEX_C22,MEX,C22,manufacturing_other,v1_rule_based
MEX_C23,MEX,C23,manufacturing_other,v1_rule_based
MEX_C24A,MEX,C24A,steel_aluminum,v1_rule_based
MEX_C24B,MEX,C24B,steel_aluminum,v1_rule_based
MEX_C25,MEX,C25,steel_aluminum,v1_rule_based
MEX_C26,MEX,C26,manufacturing_other,v1_rule_based
MEX_C27,MEX,C27,manufacturing_other,v1_rule_based
MEX_C28,MEX,C28,manufacturing_other,v1_rule_based
MEX_C29,MEX,C29,manufacturing_other,v1_rule_based
MEX_C301,MEX,C301,manufacturing_other,v1_rule_based
MEX_C302T309,MEX,C302T309,manufacturing_other,v1_rule_based
MEX_C31T33,MEX,C31T33,retail_consumer,v1_rule_based
MEX_D,MEX,D,energy_primary,v1_rule_based
MEX_E,MEX,E,energy_primary,v1_rule_based
MEX_F,MEX,F,services_other,v1_rule_based
MEX_G,MEX,G,retail_consumer,v1_rule_based
MEX_H49,MEX,H49,services_other,v1_rule_based
MEX_H50,MEX,H50,services_other,v1_rule_based
MEX_H51,MEX,H51,services_other,v1_rule_based
